Datenum,Date,Poudre Inf Flow (%),Horsetooth Inf Flow (%),Washwater Return Inf Flow (%),Poudre Temp (C),Poudre pH,Poudre Turb (NTU),Poudre DO (mg/l),Horsetooth Temp (C),Horsetooth pH,Horsetooth Turb (NTU),Horsetooth DO (mg/L),Finished Water Temp (C),Finished Water pH,Finished Water Turb (NTU),Finished Water Alk (mg/L),Finished Water Cl2 Res (mg/L),Notes
20181127,27-Nov-2018,0.495,0.505,0,0.77,7.86,0.33,11.72,7.26,7.72,3.71,9.78,4.93,7.99,0.02,39.32,0.85,
20181128,28-Nov-2018,0.493,0.507,0,0.74,7.88,0.39,11.7,7.25,7.77,3.44,9.86,4.73,8.1,0.02,38.98,0.85,
20181129,29-Nov-2018,0.486,0.514,0,0.9,7.85,0.39,11.7,7.21,7.74,3.53,9.83,4.71,7.98,0.02,38.8,0.82,
20181130,30-Nov-2018,0.497,0.503,0,1.06,7.85,0.35,11.66,7.14,7.8,3.47,9.94,4.7,7.82,0.02,37.66,0.81,
20181201,01-Dec-2018,0.49,0.51,0,1.17,7.83,0.35,11.67,6.98,7.84,3.43,10.01,4.76,7.96,0.02,36.91,0.83,
20181202,02-Dec-2018,0.494,0.506,0,0.73,7.82,0.34,12.11,6.77,7.82,3.49,10.03,4.44,7.91,0.02,38.18,0.84,
20181203,03-Dec-2018,0.484,0.516,0,0.63,7.76,0.33,12.34,6.51,7.67,3.77,10.03,4.23,7.87,0.02,38.17,0.84,
20181204,04-Dec-2018,0.498,0.502,0,0.6,7.74,0.33,12.53,6.44,7.7,3.32,10.15,4.11,8.07,0.02,39.53,0.84,
20181205,05-Dec-2018,0.484,0.516,0,0.58,7.77,0.31,12.62,6.27,7.75,3.25,10.22,4.11,8.02,0.02,42.41,0.83,
20181206,06-Dec-2018,0.497,0.503,0,0.54,7.79,0.33,12.68,6.05,7.74,3.24,10.23,3.89,7.92,0.02,40.92,0.82,
20181207,07-Dec-2018,0.488,0.512,0,0.51,7.72,0.32,12.83,5.87,7.73,3.21,10.25,3.86,8.05,0.02,41.2,0.83,
20181208,08-Dec-2018,0.497,0.503,0,0.49,7.73,0.32,12.94,5.66,7.78,3.23,10.34,3.68,7.88,0.02,41.3,0.83,
20181209,09-Dec-2018,0.49,0.51,0,0.47,7.72,0.34,13.05,5.55,7.78,3.27,10.34,3.68,7.94,0.02,41.16,0.84,
20181210,10-Dec-2018,0.485,0.515,0,0.4,7.75,0.37,13.18,5.5,7.85,3.13,10.44,3.61,8.04,0.02,41.82,0.85,
20181211,11-Dec-2018,0.492,0.508,0,0.3,7.79,0.43,13.11,5.44,7.91,3.03,10.5,3.52,8.02,0.02,41.15,0.81,
20181212,12-Dec-2018,0.464,0.536,0,0.59,7.76,0.38,13.03,5.35,7.81,2.92,10.5,3.7,8.13,0.03,40.58,0.77,
20181213,13-Dec-2018,0.49,0.51,0,0.51,7.69,0.36,13.21,5.17,7.72,2.88,10.51,3.56,7.95,0.02,39.51,0.81,
20181214,14-Dec-2018,0.485,0.515,0,0.45,7.7,0.34,13.44,5.03,7.74,3.06,10.58,3.45,7.89,0.02,38.44,0.84,
20181215,15-Dec-2018,0.502,0.498,0,0.44,7.74,0.33,13.47,4.91,7.72,3.13,10.59,3.31,8,0.02,38.45,0.86,
20181216,16-Dec-2018,0.49,0.51,0,0.42,7.73,0.35,13.6,4.81,7.74,3.15,10.64,3.29,7.97,0.02,38.86,0.86,
20181217,17-Dec-2018,0.499,0.501,0,0.4,7.77,0.34,13.73,4.74,7.76,3.13,10.68,3.22,7.95,0.02,38.38,0.85,
20181218,18-Dec-2018,0.49,0.51,0,0.34,7.78,0.39,13.68,4.73,7.73,3.12,10.64,3.17,7.97,0.02,39.77,0.82,
20181219,19-Dec-2018,0.486,0.514,0,0.34,7.78,0.41,12.78,5.13,7.83,2.98,10.75,3.27,7.95,0.02,38.96,0.81,
20181220,20-Dec-2018,0.496,0.504,0,0.32,7.75,0.41,12.26,4.73,,2.98,10.74,3.14,8.03,0.02,39.9,0.81,
20181221,21-Dec-2018,0.495,0.505,0,0.32,7.81,0.36,12.23,4.67,,2.92,10.8,3.11,8.07,0.02,40.03,0.79,
20181222,22-Dec-2018,0.478,0.522,0,0.38,7.77,0.36,12.26,4.59,,3,10.78,3.17,8.09,0.02,40.55,0.8,
20181223,23-Dec-2018,0.499,0.501,0,0.44,7.74,0.33,12.46,4.41,,3.06,10.83,3.09,8.01,0.02,40.89,0.82,
20181224,24-Dec-2018,0.489,0.511,0,0.57,7.78,0.33,12.48,4.26,,3.17,10.84,3.05,7.9,0.02,40.28,0.81,
20181225,25-Dec-2018,0.482,0.518,0,0.58,7.8,0.32,12.53,4.16,,3.04,10.89,3.09,8.03,0.02,40.95,0.8,
20181226,26-Dec-2018,0.499,0.501,0,0.58,7.83,0.31,12.56,4.12,,2.83,10.91,3.01,7.87,0.02,39.99,0.8,
20181227,27-Dec-2018,0.487,0.513,0,0.56,7.82,0.31,12.6,3.99,,2.87,10.95,2.95,7.97,0.02,38.64,0.83,
20181228,28-Dec-2018,0.48,0.52,0,0.46,7.77,0.32,12.76,3.65,,2.97,10.97,2.8,7.93,0.02,38.19,0.83,
20181229,29-Dec-2018,0.475,0.525,0,0.35,7.8,0.33,12.9,3.43,,3.05,11,2.6,8.02,0.02,40.35,0.82,
20181230,30-Dec-2018,0.479,0.521,0,0.37,7.85,0.32,12.86,3.44,,2.87,11.02,2.59,8.02,0.03,41.14,0.8,
20181231,31-Dec-2018,0.496,0.504,0,0.33,7.82,0.34,12.83,3.3,,2.85,11.03,2.28,8.05,0.02,40.55,0.78,
20190101,01-Jan-2019,0.482,0.518,0,0.22,7.79,0.29,13.07,2.99,8.2,2.97,11.04,2.03,8.1,0.02,39.51,0.8,
20190102,02-Jan-2019,0.468,0.532,0,0.28,7.79,0.27,13.07,3.08,8.19,2.97,10.98,2.01,7.95,0.03,39.12,0.82,
20190103,03-Jan-2019,0.431,0.569,0,0.39,7.81,0.27,13.18,3.11,8.1,2.95,10.95,2.27,8.09,0.03,40.24,0.81,
20190104,04-Jan-2019,0.495,0.505,0,0.27,7.83,0.31,13.19,3.11,8.04,2.95,10.9,2.05,7.99,0.03,40.08,0.8,
20190105,05-Jan-2019,0.482,0.518,0,0.2,7.82,0.32,13.24,3.07,8.02,2.92,10.89,2.01,8.04,0.03,39.39,0.79,
20190106,06-Jan-2019,0.484,0.516,0,0.24,7.85,0.3,13.27,3,7.99,2.86,10.92,2.01,8.14,0.03,39.52,0.79,
20190107,07-Jan-2019,0.504,0.496,0,0.23,7.81,0.32,12.55,2.68,8.08,2.67,10.85,1.76,8.06,0.03,39.73,0.8,
20190108,08-Jan-2019,0.493,0.507,0,0.21,7.73,0.39,12.1,2.67,8.04,2.66,10.53,1.72,7.97,0.03,39.69,0.82,
20190109,09-Jan-2019,0.489,0.511,0,0.21,7.74,0.47,12.33,2.71,7.91,2.72,10.45,1.76,8,0.03,39.87,0.8,
20190110,10-Jan-2019,0.479,0.521,0,0.2,7.8,0.41,12.31,2.75,7.84,2.71,10.39,1.8,8.05,0.03,40.4,0.8,
20190111,11-Jan-2019,0.501,0.499,0,0.21,7.79,0.41,12.3,2.75,7.84,2.65,10.4,1.78,8.11,0.03,40.91,0.79,
20190112,12-Jan-2019,0.478,0.522,0,0.21,7.76,0.41,12.38,2.59,7.85,2.64,10.53,1.73,8.1,0.03,40.15,0.79,
20190113,13-Jan-2019,0.488,0.512,0,0.19,7.76,0.41,12.48,2.74,7.74,2.69,10.31,1.75,8.05,0.03,40.53,0.79,
20190114,14-Jan-2019,0.489,0.511,0,0.19,7.76,0.41,12.54,2.79,7.7,2.61,10.2,1.78,8.04,0.03,40.55,0.8,
20190115,15-Jan-2019,0.483,0.517,0,0.19,7.78,0.4,12.59,2.79,7.7,2.51,10.21,1.8,8.18,0.03,41.84,0.8,
20190116,16-Jan-2019,0.483,0.517,0,0.2,7.81,0.42,12.6,2.76,7.75,2.47,10.33,1.79,7.96,0.03,40.24,0.79,
20190117,17-Jan-2019,0.479,0.521,0,0.2,7.82,0.4,12.64,2.75,7.75,2.44,10.33,1.79,8.01,0.03,39.99,0.79,
20190118,18-Jan-2019,0.508,0.492,0,0.17,7.8,0.43,12.61,2.73,7.71,2.42,10.28,1.71,8.01,0.03,40.11,0.79,
20190119,19-Jan-2019,0.497,0.503,0,0.16,7.76,0.41,12.8,2.51,7.76,2.45,10.47,1.61,7.95,0.03,39.28,0.8,
20190120,20-Jan-2019,0.5,0.5,0,0.16,7.81,0.41,12.86,2.64,7.72,2.37,10.36,1.64,7.97,0.03,38.99,0.83,
20190121,21-Jan-2019,0.494,0.506,0,0.15,7.85,0.41,12.79,2.62,7.72,2.34,10.38,1.66,7.96,0.03,39.37,0.84,
20190122,22-Jan-2019,0.488,0.512,0,0.46,7.78,0.41,12.86,2.6,7.74,2.75,10.54,2.04,8.06,0.03,40.18,0.83,
20190123,23-Jan-2019,0.494,0.506,0,0.59,7.81,0.4,13.04,2.55,7.72,2.7,10.59,2.19,8.07,0.03,38.36,0.82,
20190124,24-Jan-2019,0.492,0.508,0,0.59,7.78,0.41,13.02,2.57,7.7,2.62,10.54,2.22,8.14,0.03,39.01,0.82,
20190125,25-Jan-2019,0.491,0.509,0,0.58,7.76,0.4,13.08,2.5,7.7,2.66,10.56,2.16,8.06,0.03,39.95,0.82,
20190126,26-Jan-2019,0.488,0.512,0,0.58,7.78,0.41,13.15,2.32,7.7,2.83,10.64,2.1,8.03,0.03,40.43,0.81,
20190127,27-Jan-2019,0.491,0.509,0,0.54,7.83,0.4,13.26,2.24,7.69,2.88,10.67,2.05,7.99,0.03,40.42,0.79,
20190128,28-Jan-2019,0.49,0.51,0,0.62,7.81,0.66,12.53,2.59,7.78,2.97,10.69,2.32,8.03,0.04,40.03,0.8,
20190129,29-Jan-2019,0.49,0.51,0,0.67,7.88,0.56,11.75,2.72,7.93,3.02,10.64,1.95,8.07,0.04,39.43,0.77,
20190130,30-Jan-2019,0.484,0.516,0,0.74,7.97,0.39,11.83,2.21,7.88,2.87,10.73,2.02,7.96,0.03,38.33,0.79,
20190131,31-Jan-2019,0.494,0.506,0,0.77,8,0.38,11.85,2.25,7.84,2.79,10.66,2.04,7.97,0.03,40.3,0.82,
20190201,01-Feb-2019,0.48,0.52,0,0.76,7.99,0.37,11.92,2.29,7.8,2.72,10.6,2.12,7.99,0.03,41.56,0.84,
20190202,02-Feb-2019,0.501,0.499,0,0.7,7.99,0.4,11.97,2.3,7.77,2.68,10.58,2.06,7.93,0.03,40.5,0.86,
20190203,03-Feb-2019,0.491,0.509,0,0.65,8.01,0.4,11.91,2.32,7.78,2.73,10.68,2.04,7.94,0.03,40.24,0.84,
20190204,04-Feb-2019,0.488,0.512,0,0.65,7.97,0.43,11.98,2.29,7.72,2.59,10.7,1.94,8.01,0.03,40.73,0.86,
20190205,05-Feb-2019,0.469,0.531,0,0.58,7.92,0.44,12.04,2.38,7.67,2.6,10.74,1.89,8.02,0.04,39.68,0.83,
20190206,06-Feb-2019,0.483,0.517,0,0.56,7.86,0.42,11.98,2.42,7.67,2.63,10.74,1.9,7.92,0.04,38.73,0.79,
20190207,07-Feb-2019,0.5,0.5,0,0.56,7.85,0.39,12.15,2.37,7.65,2.61,10.72,1.9,7.93,0.04,39.2,0.82,
20190208,08-Feb-2019,0.473,0.527,0,0.61,7.89,0.4,12.4,2.37,7.64,2.55,10.7,1.96,7.97,0.04,39.51,0.88,
20190209,09-Feb-2019,0.492,0.508,0,0.63,7.92,0.4,12.44,2.42,7.6,2.49,10.56,1.98,8,0.04,41.02,0.84,
20190210,10-Feb-2019,0.491,0.509,0,0.61,7.93,0.4,12.41,2.44,7.57,2.47,10.47,1.95,8.01,0.04,41.04,0.82,
20190211,11-Feb-2019,0.493,0.507,0,0.6,7.92,0.4,12.29,2.46,7.53,2.45,10.39,1.94,7.96,0.04,41.36,0.81,
20190212,12-Feb-2019,0.501,0.499,0,0.61,7.92,0.4,12.4,2.48,7.51,2.45,10.31,1.9,8.02,0.04,40.38,0.81,
20190213,13-Feb-2019,0.487,0.513,0,0.58,7.95,0.39,12.45,2.47,7.54,2.41,10.39,1.88,8.02,0.04,40.58,0.82,
20190214,14-Feb-2019,0.498,0.502,0,0.59,7.97,0.41,12.36,2.49,7.55,2.44,10.47,1.89,8.08,0.04,39.66,0.8,
20190215,15-Feb-2019,0.48,0.52,0,0.61,7.92,0.56,12.42,2.53,7.6,2.46,10.62,1.9,7.97,0.04,38.41,0.79,
20190216,16-Feb-2019,0.5,0.5,0,0.64,7.9,0.4,12.42,2.56,7.6,2.42,10.63,1.88,8.02,0.04,38.3,0.79,
20190217,17-Feb-2019,0.486,0.514,0,0.66,7.93,0.37,12.56,2.59,7.61,2.45,10.66,1.96,7.99,0.04,39,0.8,
20190218,18-Feb-2019,0.487,0.513,0,0.63,7.93,0.39,12.74,2.6,7.63,2.41,10.72,1.95,7.92,0.04,39.2,0.83,
20190219,19-Feb-2019,0.489,0.511,0,0.62,7.91,0.37,12.47,2.62,7.65,2.38,10.78,1.98,8.19,0.05,39.81,0.83,
20190220,20-Feb-2019,0.491,0.509,0,0.61,7.93,0.38,12.16,2.62,7.64,2.34,10.77,1.96,8,0.05,39.62,0.83,
20190221,21-Feb-2019,0.499,0.501,0,0.56,7.96,0.39,12.42,2.63,7.62,2.29,10.7,1.91,7.97,0.05,39.81,0.82,
20190222,22-Feb-2019,0.489,0.511,0,0.57,7.93,0.39,12.55,2.65,7.6,2.29,10.66,1.92,7.94,0.05,39.33,0.82,
20190223,23-Feb-2019,0.493,0.507,0,0.62,7.89,0.36,12.73,2.67,7.57,2.3,10.56,1.94,7.91,0.04,39.5,0.81,
20190224,24-Feb-2019,0.485,0.515,0,0.64,7.95,0.37,13.11,2.7,7.55,2.29,10.5,2.01,7.96,0.05,39.52,0.83,
20190225,25-Feb-2019,0.49,0.51,0,0.64,7.97,0.38,13.3,2.73,7.55,2.21,10.48,2.01,8,0.04,39.1,0.82,
20190226,26-Feb-2019,0.49,0.51,0,0.65,7.97,0.38,13.46,2.77,7.56,2.13,10.55,2.03,8.01,0.04,39.2,0.82,
20190227,27-Feb-2019,0.49,0.51,0,0.65,7.96,0.38,13.67,2.81,7.58,2.05,10.6,2.03,8.03,0.04,39.38,0.82,
20190228,28-Feb-2019,0.489,0.511,0,0.63,7.93,0.37,13.82,2.85,7.59,2.01,10.62,2.06,7.94,0.04,38.56,0.82,
20190301,01-Mar-2019,0.494,0.506,0,0.68,7.92,0.39,13.92,2.91,7.6,1.95,10.65,2.09,7.92,0.04,38.63,0.82,
20190302,02-Mar-2019,0.503,0.497,0,0.67,7.89,0.4,14.06,2.95,7.58,1.96,10.62,2.07,7.92,0.04,38.34,0.83,
20190303,03-Mar-2019,0.493,0.507,0,0.61,7.85,0.36,14.25,2.95,7.58,1.97,10.63,2.14,7.81,0.04,38.26,0.84,
20190304,04-Mar-2019,0.493,0.507,0,0.56,7.87,0.36,13.49,2.93,7.59,1.89,10.64,2.19,7.91,0.04,38.94,0.85,
20190305,05-Mar-2019,0.489,0.511,0,0.63,7.89,0.37,12.11,2.96,7.59,1.9,10.61,2.26,7.96,0.04,38.89,0.84,
20190306,06-Mar-2019,0.477,0.523,0,0.69,7.94,0.37,12.19,3.02,7.6,1.87,10.63,2.33,7.95,0.03,39.39,0.81,
20190307,07-Mar-2019,0.486,0.514,0,0.66,7.97,0.39,12.13,3.04,7.58,1.85,10.58,2.3,7.92,0.03,38.92,0.82,
20190308,08-Mar-2019,0.505,0.495,0,0.7,7.93,0.4,12.17,3.08,7.54,1.91,10.43,2.28,7.96,0.03,39.01,0.81,
20190309,09-Mar-2019,0.491,0.509,0,0.68,7.92,0.42,12.22,3.08,7.53,1.9,10.39,2.26,7.95,0.03,39.14,0.8,
20190310,10-Mar-2019,0.494,0.506,0,0.7,7.89,0.42,12.47,3.12,7.49,1.95,10.26,2.26,7.97,0.03,39.45,0.8,
20190311,11-Mar-2019,0.483,0.517,0,0.77,7.91,0.35,12.68,3.15,7.5,1.92,10.29,2.33,7.99,0.03,39.92,0.8,
20190312,12-Mar-2019,0.498,0.502,0,0.81,7.91,0.34,12.78,3.17,7.54,1.85,10.39,2.41,7.92,0.03,38.95,0.84,
20190313,13-Mar-2019,0.382,0.618,0,0.94,7.88,0.54,12.6,3.22,7.56,1.78,10.48,2.53,8,0.03,38.69,0.87,
20190314,14-Mar-2019,0.43,0.57,0,0.9,7.85,1.03,12.8,3.23,7.55,1.82,10.48,2.72,7.93,0.03,39.61,0.87,
20190315,15-Mar-2019,0.48,0.52,0,0.64,7.9,0.57,13.26,3.27,7.58,1.79,10.55,2.39,7.94,0.03,39.75,0.92,
20190316,16-Mar-2019,0.493,0.507,0,0.71,7.89,0.57,13.37,3.29,7.6,1.74,10.61,2.36,8.01,0.03,39.62,0.84,
20190317,17-Mar-2019,0.487,0.513,0,0.81,7.89,0.49,13.48,3.33,7.59,1.77,10.54,2.39,7.95,0.03,39.31,0.81,
20190318,18-Mar-2019,0.487,0.513,0,1.04,7.87,0.48,12.88,3.4,7.6,1.69,10.56,2.54,8.08,0.04,39.76,0.79,
20190319,19-Mar-2019,0.496,0.504,0,1.31,7.86,0.49,12.14,3.44,7.59,1.69,10.51,2.61,8.03,0.04,40.3,0.8,
20190320,20-Mar-2019,0.474,0.526,0,1.79,7.85,0.48,12.08,3.44,7.56,1.74,10.42,2.75,7.92,0.04,39.31,0.8,
20190321,21-Mar-2019,0.495,0.505,0,2.71,7.83,0.46,11.77,3.51,7.59,1.66,10.49,3.3,8.01,0.04,39.6,0.79,
20190322,22-Mar-2019,0.445,0.555,0,3.18,7.84,0.45,11.7,3.58,7.59,1.67,10.49,3.58,8.01,0.04,38.7,0.78,
20190323,23-Mar-2019,0.487,0.513,0,3.15,7.84,1.24,11.7,3.61,7.61,1.58,10.51,3.65,8.01,0.04,39.65,0.81,
20190324,24-Mar-2019,0.494,0.506,0,2.81,7.86,0.47,12,3.58,7.62,1.57,10.53,3.56,7.99,0.04,39.49,0.83,
20190325,25-Mar-2019,0.491,0.509,0,3.75,7.84,0.48,11.79,3.73,7.62,1.54,10.54,4.01,7.91,0.04,39.33,0.82,
20190326,26-Mar-2019,0.489,0.511,0,4.62,7.82,0.45,11.59,3.8,7.61,1.59,10.49,4.55,7.97,0.04,39.64,0.8,
20190327,27-Mar-2019,0.495,0.505,0,4.72,7.83,0.47,11.59,3.93,7.62,1.54,10.5,4.52,7.94,0.04,38.64,0.78,
20190328,28-Mar-2019,0.462,0.538,0,6.15,7.78,0.53,11.03,3.92,7.59,1.6,10.39,5.21,7.97,0.04,38.73,0.78,
20190329,29-Mar-2019,0.476,0.524,0,6.24,7.76,0.56,11.18,4.05,7.58,1.64,10.34,5.37,7.91,0.04,38.49,0.8,
20190330,30-Mar-2019,0.478,0.522,0,3.85,7.77,0.72,12.42,4.03,7.59,1.57,10.38,4.42,7.94,0.04,38.22,0.8,
20190331,31-Mar-2019,0.478,0.522,0,3.8,7.81,0.71,12.52,4.14,7.62,1.48,10.43,4.2,7.91,0.04,38.7,0.82,
20190401,01-Apr-2019,0.481,0.519,0,5.19,7.8,0.54,11.21,4.33,7.61,1.5,10.41,4.88,7.89,0.04,38.44,0.84,
20190402,02-Apr-2019,0.499,0.501,0,5.34,7.83,0.56,10.31,4.54,7.6,1.52,10.35,5.03,7.91,0.04,38.62,0.83,
20190403,03-Apr-2019,0.494,0.506,0,6.09,7.83,0.6,10.09,4.48,7.58,1.54,10.26,5.34,7.88,0.04,39.1,0.8,
20190404,04-Apr-2019,0.51,0.49,0,6.82,7.82,0.58,9.91,4.46,7.57,1.51,10.22,5.82,7.88,0.03,38.04,0.85,
20190405,05-Apr-2019,0.516,0.484,0,6.95,7.84,0.66,9.98,4.49,7.57,1.52,10.2,5.85,7.94,0.03,37.77,0.84,
20190406,06-Apr-2019,0.479,0.521,0,7.93,7.81,0.72,9.63,4.57,7.56,1.52,10.15,6.36,7.95,0.03,37.73,0.83,
20190407,07-Apr-2019,0.483,0.517,0,8.34,7.77,0.71,9.54,4.66,7.57,1.46,10.16,6.71,7.96,0.03,38.41,0.8,
20190408,08-Apr-2019,0.502,0.498,0,9.03,7.75,0.75,9.46,4.87,7.54,1.57,10.06,6.95,7.91,0.03,38.13,0.8,
20190409,09-Apr-2019,0.495,0.505,0,9.69,7.74,0.85,9.29,4.95,7.52,1.54,9.98,7.25,7.94,0.03,38.46,0.82,
20190410,10-Apr-2019,0.501,0.499,0,8.77,7.72,1.01,9.52,5.09,7.54,1.46,10.03,7.04,8,0.03,38.12,0.82,
20190411,11-Apr-2019,0.491,0.509,0,5.03,7.82,1.27,11.38,5.39,7.59,1.38,10.09,5.53,8.02,0.03,38.16,0.82,
20190412,12-Apr-2019,0.519,0.481,0,4.96,7.85,1.02,11.25,5.39,7.58,1.38,10.09,5.13,7.92,0.03,38.38,0.82,
20190413,13-Apr-2019,0.509,0.491,0,4.41,7.88,0.98,11.67,5.54,7.59,1.4,10.1,4.99,7.93,0.03,38.49,0.84,
20190414,14-Apr-2019,0.492,0.508,0,4.8,7.86,1.03,11.42,5.51,7.58,1.4,10.07,5,7.95,0.03,38.31,0.86,
20190415,15-Apr-2019,0.5,0.5,0,6.66,7.83,1.08,10.53,5.54,7.57,1.42,10.08,6.08,7.99,0.04,39.35,0.82,
20190416,16-Apr-2019,0.522,0.478,0,7.26,7.82,1.14,10.34,5.54,7.56,1.39,10.04,6.65,8.01,0.04,39.82,0.78,
20190417,17-Apr-2019,0.461,0.539,0,8.49,7.79,1.19,9.88,5.54,7.53,1.45,9.95,7.22,8.03,0.04,39.36,0.81,
20190418,18-Apr-2019,0.463,0.537,0,9.01,7.78,1.4,9.91,5.7,7.55,1.42,9.99,7.4,8.06,0.04,39.58,0.84,
20190419,19-Apr-2019,0.475,0.525,0,9.65,7.74,1.48,9.71,5.77,7.55,1.43,9.94,7.9,8.05,0.04,39.3,0.82,
20190420,20-Apr-2019,0.472,0.528,0,10.83,7.7,1.75,9.2,5.86,7.55,1.4,9.91,8.44,8.01,0.04,38.93,0.81,
20190421,21-Apr-2019,0.48,0.52,0,10.04,7.7,2.42,9.48,5.87,7.53,1.41,9.86,8.22,8.01,0.05,38.33,0.82,
20190422,22-Apr-2019,0.471,0.529,0,9.27,7.65,3.39,9.91,5.88,7.51,1.41,9.78,7.89,8.13,0.05,38.2,0.82,
20190423,23-Apr-2019,0.461,0.539,0,7.83,7.66,4.31,10.56,5.87,7.51,1.39,9.79,7.19,7.93,0.05,37.33,0.8,
20190424,24-Apr-2019,0.437,0.563,0,10.12,7.6,3.97,9.52,5.95,7.51,1.41,9.73,7.97,8.03,0.05,38.66,0.78,
20190425,25-Apr-2019,0.39,0.61,0,9.98,7.61,4.02,9.66,5.97,7.5,1.41,9.7,7.79,8,0.04,38.66,0.82,
20190426,26-Apr-2019,0.398,0.602,0,10.62,7.58,5.07,9.48,6.08,7.5,1.43,9.68,8.04,8.02,0.04,37.87,0.82,
20190427,27-Apr-2019,0.389,0.611,0,10.07,7.54,7.9,9.67,6.19,7.5,1.4,9.69,8.04,8.1,0.04,37.9,0.74,
20190428,28-Apr-2019,0.335,0.665,0,9.91,7.45,9.08,9.6,6.27,7.5,1.41,9.7,7.81,8.1,0.05,37.48,0.75,
20190429,29-Apr-2019,0.392,0.608,0,9.09,7.47,7.71,10.03,6.28,7.49,1.45,9.63,7.65,8.02,0.05,37.51,0.83,
20190430,30-Apr-2019,0.393,0.607,0,5.07,7.57,6.22,11.99,6.26,7.49,1.41,9.61,6.43,7.97,0.04,38.25,0.8,
20190501,01-May-2019,0.381,0.619,0,4.36,7.58,5.68,12.18,6.22,7.47,1.37,9.56,5.8,8.02,0.04,37.63,0.82,
20190502,02-May-2019,0.421,0.579,0,5.85,7.53,5.19,11.29,6.26,7.46,1.36,9.51,6.15,7.97,0.04,38.44,0.8,
20190503,03-May-2019,0.383,0.617,0,7.38,7.53,5.5,10.59,6.27,7.46,1.35,9.45,6.81,7.99,0.03,37.64,0.83,
20190504,04-May-2019,0.402,0.598,0,9.05,7.54,5.87,10.06,6.35,7.46,1.38,9.44,7.56,8.04,0.03,38.99,0.81,
20190505,05-May-2019,0.404,0.596,0,9.79,7.53,5.17,9.77,6.41,7.45,1.37,9.43,8.13,8.03,0.03,38.58,0.81,
20190506,06-May-2019,0.393,0.607,0,10.71,7.52,5.02,9.41,6.44,7.44,1.37,9.42,8.19,8.05,0.03,38.98,0.85,
20190507,07-May-2019,0.419,0.581,0,10.69,7.53,4.97,9.45,6.52,7.43,1.31,9.34,8.64,8,0.03,38.28,0.86,
20190508,08-May-2019,0.429,0.571,0,9.26,7.52,5.62,10.05,6.53,7.41,1.33,9.28,8.02,8.03,0.03,38.41,0.77,
20190509,09-May-2019,0.446,0.554,0,7.6,7.53,7.28,10.99,6.6,7.43,1.48,9.3,7.53,8,0.03,39.26,0.82,
20190510,10-May-2019,0.461,0.539,0,6.2,7.56,4.91,11.58,6.57,7.42,1.24,9.28,6.73,7.98,0.03,37.89,0.8,
20190511,11-May-2019,0.431,0.569,0,7.39,7.54,4.99,10.92,6.57,7.42,1.2,9.24,7.02,8.09,0.03,38.21,0.8,
20190512,12-May-2019,0.394,0.606,0,8.21,7.53,4.72,10.61,6.67,7.42,1.21,9.19,7.38,8.21,0.03,39.07,0.81,
20190513,13-May-2019,0.336,0.664,0,10.19,7.49,4.87,9.61,6.73,7.41,1.23,9.14,7.99,8.03,0.03,38.6,0.83,
20190514,14-May-2019,0.291,0.709,0,10.81,7.47,5.34,9.45,6.76,7.4,1.22,9.11,8.1,7.98,0.03,38.03,0.84,
20190515,15-May-2019,0.299,0.701,0,10.97,7.4,7.8,9.43,6.81,7.4,1.22,9.09,8.2,8.04,0.03,37.99,0.81,
20190516,16-May-2019,0.303,0.697,0,11.15,7.29,11.11,9.3,6.83,7.39,1.25,9.05,8.26,8.17,0.03,39.45,0.79,
20190517,17-May-2019,0.276,0.724,0,9.66,7.28,11.71,9.94,6.74,7.37,1.34,8.95,7.88,8.09,0.03,37.75,0.77,
20190518,18-May-2019,0.309,0.691,0,8.57,7.27,8.02,10.38,6.75,7.37,1.27,8.95,7.59,8.05,0.04,38.54,0.78,
20190519,19-May-2019,0.333,0.667,0,8.44,7.29,5.66,10.37,6.75,7.36,1.27,8.92,7.51,7.93,0.04,38.38,0.78,
20190520,20-May-2019,0.321,0.679,0,7.25,7.36,5.22,10.61,6.75,7.36,1.21,8.92,7.21,7.94,0.04,39.2,0.83,
20190521,21-May-2019,0.314,0.686,0,6.14,7.43,4.4,10.23,6.97,7.35,1.18,8.85,7.5,8.01,0.04,38.42,0.86,
20190522,22-May-2019,0.334,0.666,0,6.05,7.47,4.82,10.14,6.87,7.28,1.23,8.76,7.09,7.95,0.04,37.97,0.93,
20190523,23-May-2019,0.34,0.66,0,6.52,7.52,4.23,9.95,6.83,7.21,1.19,8.8,6.89,7.97,0.03,38.72,0.87,
20190524,24-May-2019,0.347,0.653,0,6.83,7.51,4.03,9.81,6.89,7.2,1.27,8.75,7.05,8.08,0.03,39.41,0.81,
20190525,25-May-2019,0.383,0.617,0,8.62,7.5,5.35,9.05,6.99,7.19,1.2,8.7,7.56,8.05,0.04,39.65,0.86,
20190526,26-May-2019,0.377,0.623,0,10.89,7.46,5.79,8.43,7.28,7.19,1.17,8.67,8.57,8.05,0.04,40.09,0.87,
20190527,27-May-2019,0.376,0.624,0,10.73,7.42,4.53,8.46,7.42,7.19,1.15,8.63,8.69,8.06,0.03,39.84,0.84,
20190528,28-May-2019,0.389,0.611,0,9.07,7.42,4.82,9.05,7.28,7.33,1.15,8.6,8.22,7.96,0.03,38.35,0.82,
